No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
7209,TCFC,The Community Financial Corporation,Financial,Banks - Regional,USA,229.16M,8.11,40.56,0.62%,"5,855"
7210,TCHP,T. Rowe Price Blue Chip Growth ETF,Financial,Exchange Traded Fund,USA,-,-,23.29,0.65%,"41,078"
7211,TCI,"Transcontinental Realty Investors, Inc.",Real Estate,REIT - Diversified,USA,393.33M,0.98,45.63,-0.54%,"1,119"
7212,TCMD,"Tactile Systems Technology, Inc.",Healthcare,Medical Devices,USA,255.52M,-,12.41,-0.08%,"83,510"
7213,TCN,Tricon Residential Inc.,Real Estate,Real Estate Services,Canada,3.36B,2.28,9.06,0.22%,"577,957"
7214,TCOM,Trip.com Group Limited,Consumer Cyclical,Travel Services,China,26.63B,-,37.78,-0.18%,"4,754,331"
7215,TCON,"TRACON Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,36.02M,-,1.63,-1.21%,"35,434"
7216,TCPC,BlackRock TCP Capital Corp.,Financial,Asset Management,USA,734.19M,10.31,12.70,-0.55%,"187,564"
7217,TCRR,TCR2 Therapeutics Inc.,Healthcare,Biotechnology,USA,51.79M,-,1.30,1.56%,"48,792"
7218,TCRT,"Alaunos Therapeutics, Inc.",Healthcare,Biotechnology,USA,157.73M,-,0.65,0.81%,"379,883"
7219,TCRX,"TScan Therapeutics, Inc.",Healthcare,Biotechnology,USA,53.89M,-,2.61,1.01%,"105,572"
7220,TCS,"The Container Store Group, Inc.",Consumer Cyclical,Specialty Retail,USA,238.90M,4.45,4.74,6.52%,"619,544"
7222,TCX,Tucows Inc.,Technology,Software - Infrastructure,Canada,358.03M,-,33.84,-0.15%,"42,012"
7223,TD,The Toronto-Dominion Bank,Financial,Banks - Diversified,Canada,125.77B,9.92,69.84,-0.41%,"1,165,580"
7224,TDC,Teradata Corporation,Technology,Information Technology Services,USA,4.24B,61.33,40.66,2.73%,"2,328,598"
7225,TDCX,TDCX Inc.,Industrials,Specialty Business Services,Singapore,2.06B,25.16,14.19,1.72%,"29,767"
7226,TDF,"Templeton Dragon Fund, Inc.",Financial,Closed-End Fund - Foreign,USA,390.10M,1.46,11.54,-0.35%,"46,072"
7227,TDG,TransDigm Group Incorporated,Industrials,Aerospace & Defense,USA,42.14B,51.43,755.68,2.05%,"337,070"
7228,TDIV,First Trust NASDAQ Technology Dividend Index Fund,Financial,Exchange Traded Fund,USA,-,-,52.97,0.17%,"104,980"
7229,TDOC,"Teladoc Health, Inc.",Healthcare,Health Information Services,USA,5.14B,-,30.43,1.13%,"2,458,909"
7230,TDS,"Telephone and Data Systems, Inc.",Communication Services,Telecom Services,USA,1.17B,27.33,11.67,-0.60%,"1,806,813"
7231,TDSA,Cabana Target Drawdown 5 ETF,Financial,Exchange Traded Fund,USA,-,-,21.39,0.00%,"4,030"
7232,TDSB,Cabana Target Drawdown 7 ETF,Financial,Exchange Traded Fund,USA,-,-,21.61,0.00%,"87,168"
7233,TDSC,Cabana Target Drawdown 10 ETF,Financial,Exchange Traded Fund,USA,-,-,22.68,0.00%,"58,794"
7234,TDSD,Cabana Target Drawdown 13 ETF,Financial,Exchange Traded Fund,USA,-,-,21.89,-0.06%,"17,949"
7235,TDSE,Cabana Target Drawdown 16 ETF,Financial,Exchange Traded Fund,USA,-,-,22.53,0.01%,"24,952"
7236,TDTF,FlexShares iBoxx 5-Year Target Duration TIPS Index Fund,Financial,Exchange Traded Fund,USA,-,-,23.79,-0.44%,"99,945"
7237,TDTT,FlexShares iBoxx 3-Year Target Duration TIPS Index Fund,Financial,Exchange Traded Fund,USA,-,-,23.62,-0.17%,"308,508"
7238,TDUP,ThredUp Inc.,Consumer Cyclical,Internet Retail,USA,159.24M,-,1.54,-0.65%,"388,861"
7239,TDV,ProShares S&P Technology Dividend Aristocrats ETF,Financial,Exchange Traded Fund,USA,-,-,61.40,-0.15%,"13,042"
7240,TDW,Tidewater Inc.,Energy,Oil & Gas Equipment & Services,USA,2.28B,-,46.01,2.09%,"565,003"
7242,TEAF,Ecofin Sustainable and Social Impact Term Fund,Financial,Asset Management,USA,177.41M,48.70,13.15,-0.15%,"16,683"
7243,TEAM,Atlassian Corporation,Technology,Software - Application,Australia,46.32B,-,181.87,3.59%,"1,814,640"
7244,TECB,iShares U.S. Tech Breakthrough Multisector ETF,Financial,Exchange Traded Fund,USA,-,-,31.85,0.99%,"20,966"
7245,TECH,Bio-Techne Corporation,Healthcare,Biotechnology,USA,12.02B,47.89,77.00,-0.12%,"1,520,771"
7246,TECK,Teck Resources Limited,Basic Materials,Other Industrial Metals & Mining,Canada,22.11B,6.84,42.26,1.56%,"2,503,906"
7247,TECL,Direxion Daily Technology Bull 3X Shares,Financial,Exchange Traded Fund,USA,-,-,32.65,0.96%,"5,447,882"
7248,TECS,Direxion Daily Technology Bear 3X Shares,Financial,Exchange Traded Fund,USA,-,-,25.97,-0.99%,"2,513,593"
7249,TEDU,"Tarena International, Inc.",Consumer Defensive,Education & Training Services,China,62.31M,-,5.39,-6.26%,"1,776"
7250,TEF,"Telefonica, S.A.",Communication Services,Telecom Services,Spain,22.59B,146.30,3.95,3.40%,"1,213,847"
7251,TEI,Templeton Emerging Markets Income Fund,Financial,Closed-End Fund - Debt,USA,266.71M,-,5.53,-0.36%,"154,546"
7252,TEL,TE Connectivity Ltd.,Technology,Electronic Components,Switzerland,42.65B,18.96,132.70,0.37%,"1,601,636"
7253,TELA,"TELA Bio, Inc.",Healthcare,Medical Devices,USA,225.27M,-,11.47,1.87%,"79,264"
7254,TELL,Tellurian Inc.,Energy,Oil & Gas E&P,USA,919.21M,-,1.59,-11.17%,"26,047,472"
7255,TENB,"Tenable Holdings, Inc.",Technology,Software - Infrastructure,USA,5.09B,-,45.16,-0.83%,"562,499"
7256,TENK,TenX Keane Acquisition,Financial,Shell Companies,USA,93.44M,-,10.26,0.10%,"17,590"
7257,TENKU,TenX Keane Acquisition,Financial,Shell Companies,USA,93.42M,-,10.45,0.00%,326
7258,TENX,"Tenax Therapeutics, Inc.",Healthcare,Biotechnology,USA,8.36M,-,0.91,-16.51%,"1,567,209"
7259,TEO,Telecom Argentina S.A.,Communication Services,Telecom Services,Argentina,1.45B,-,5.85,-3.15%,"79,726"
7260,TEQI,T. Rowe Price Equity Income ETF,Financial,Exchange Traded Fund,USA,-,-,35.87,-0.25%,"7,530"
7262,TERN,"Terns Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,365.09M,-,9.48,0.85%,"633,767"
7263,TESS,TESSCO Technologies Incorporated,Technology,Communication Equipment,USA,46.10M,4930.00,4.93,-1.40%,643
7264,TETC,Tech and Energy Transition Corporation Class A Common Stock,Financial,Shell Companies,USA,487.08M,40.48,10.12,0.00%,234
7265,TEVA,Teva Pharmaceutical Industries Limited,Healthcare,Drug Manufacturers - Specialty & Generic,Israel,10.95B,-,10.25,-0.49%,"5,667,428"
7266,TEX,Terex Corporation,Industrials,Farm & Heavy Construction Machinery,USA,3.66B,14.83,56.62,-1.48%,"1,278,581"
7267,TFC,Truist Financial Corporation,Financial,Banks - Regional,USA,64.17B,11.03,48.82,-0.57%,"4,131,897"
7268,TFFP,"TFF Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,34.00M,-,0.90,-0.77%,"32,577"
7269,TFI,SPDR Nuveen Bloomberg Municipal Bond ETF,Financial,Exchange Traded Fund,USA,-,-,46.57,-0.06%,"1,538,581"
7270,TFII,TFI International Inc.,Industrials,Trucking,Canada,14.88B,10.51,127.85,0.39%,"177,299"
7271,TFIN,"Triumph Financial, Inc.",Financial,Banks - Regional,USA,1.54B,16.10,63.82,-0.16%,"159,741"
7272,TFLO,iShares Treasury Floating Rate Bond ETF,Financial,Exchange Traded Fund,USA,-,-,50.46,-0.04%,"1,104,649"
7273,TFPM,Triple Flag Precious Metals Corp.,Basic Materials,Other Precious Metals & Mining,Canada,3.75B,30.77,14.06,3.69%,"90,950"
7274,TFSL,TFS Financial Corporation,Financial,Banks - Regional,USA,3.99B,50.49,14.34,-0.62%,"167,165"
7275,TFX,Teleflex Incorporated,Healthcare,Medical Instruments & Supplies,USA,11.64B,28.17,245.26,-0.26%,"190,476"
7276,TG,Tredegar Corporation,Basic Materials,Specialty Chemicals,USA,401.43M,7.47,11.88,0.34%,"82,401"
7277,TGB,Taseko Mines Limited,Basic Materials,Other Industrial Metals & Mining,Canada,458.51M,-,1.64,-1.80%,"1,241,096"
7278,TGH,Textainer Group Holdings Limited,Industrials,Rental & Leasing Services,Bermuda,1.43B,5.14,31.83,-6.02%,"994,235"
7279,TGI,"Triumph Group, Inc.",Industrials,Aerospace & Defense,USA,832.56M,8.77,12.88,0.70%,"806,800"
7280,TGL,Treasure Global Inc.,Technology,Software - Application,USA,34.03M,-,1.79,-3.24%,"130,482"
7282,TGNA,TEGNA Inc.,Communication Services,Broadcasting,USA,4.55B,8.41,20.30,0.94%,"852,248"
7283,TGS,Transportadora de Gas del Sur S.A.,Energy,Oil & Gas Midstream,Argentina,1.69B,11.28,11.78,2.61%,"308,192"
7284,TGT,Target Corporation,Consumer Defensive,Discount Stores,USA,79.42B,23.43,171.17,-1.24%,"2,396,738"
7285,TGTX,"TG Therapeutics, Inc.",Healthcare,Biotechnology,USA,2.70B,-,19.00,3.32%,"5,077,267"
7286,TGVC,TG Venture Acquisition Corp.,Financial,Shell Companies,USA,148.69M,-,10.29,0.00%,0
7287,TH,Target Hospitality Corp.,Industrials,Specialty Business Services,USA,1.52B,33.76,15.70,7.09%,"504,699"
7288,THC,Tenet Healthcare Corporation,Healthcare,Medical Care Facilities,USA,6.44B,16.53,61.85,2.96%,"2,377,731"
7289,THCH,TH International Limited,Consumer Cyclical,Restaurants,China,750.08M,-,5.37,1.90%,"116,806"
7290,THCX,The Cannabis ETF,Financial,Exchange Traded Fund,USA,-,-,2.58,0.00%,"6,835"
7291,THD,iShares MSCI Thailand ETF,Financial,Exchange Traded Fund,USA,-,-,75.90,-0.82%,"48,205"
7292,THFF,First Financial Corporation,Financial,Banks - Regional,USA,536.67M,7.61,44.28,-0.52%,"31,313"
7293,THG,"The Hanover Insurance Group, Inc.",Financial,Insurance - Property & Casualty,USA,5.01B,43.97,142.07,-1.26%,"127,182"
7294,THM,International Tower Hill Mines Ltd.,Basic Materials,Gold,Canada,108.46M,-,0.57,0.81%,"42,274"
7295,THMO,"ThermoGenesis Holdings, Inc.",Healthcare,Medical Devices,USA,3.46M,-,3.39,-2.02%,"8,256"
7296,THO,"THOR Industries, Inc.",Consumer Cyclical,Recreational Vehicles,USA,5.13B,5.06,94.97,-1.74%,"586,638"
7297,THQ,Tekla Healthcare Opportunities Fund,Financial,Closed-End Fund - Equity,USA,813.89M,7.26,19.68,0.10%,"72,699"
7298,THR,"Thermon Group Holdings, Inc.",Industrials,Specialty Industrial Machinery,USA,881.90M,25.97,26.70,-1.77%,"239,288"
7299,THRD,"Third Harmonic Bio, Inc.",Healthcare,Biotechnology,USA,176.00M,-,4.32,-0.46%,"93,298"
7300,THRM,Gentherm Incorporated,Consumer Cyclical,Auto Parts,USA,2.43B,49.46,71.91,-0.76%,"89,982"
7302,THRX,"Theseus Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,461.36M,-,11.25,0.00%,"133,951"
7303,THRY,"Thryv Holdings, Inc.",Communication Services,Internet Content & Information,USA,805.75M,7.87,23.56,-0.72%,"168,140"
7304,THS,"TreeHouse Foods, Inc.",Consumer Defensive,Packaged Foods,USA,2.63B,-,47.65,-1.45%,"514,520"
7305,THTX,Theratechnologies Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,Canada,84.68M,-,0.89,-0.56%,"64,650"
7306,THW,Tekla World Healthcare Fund,Financial,Closed-End Fund - Equity,USA,551.15M,12.65,14.67,0.62%,"121,625"
7307,THY,Toews Agility Shares Dynamic Tactical Income ETF,Financial,Exchange Traded Fund,USA,-,-,22.56,-0.09%,"1,279"
7308,TIG,"Trean Insurance Group, Inc.",Financial,Insurance - Specialty,USA,311.95M,11.71,6.10,0.16%,"77,492"
7309,TIGO,Millicom International Cellular S.A.,Communication Services,Telecom Services,Luxembourg,3.54B,3.12,20.61,0.19%,"407,006"
7310,TIGR,UP Fintech Holding Limited,Financial,Capital Markets,China,608.34M,-,3.85,-0.52%,"684,086"
7311,TIL,"Instil Bio, Inc.",Healthcare,Biotechnology,USA,104.06M,-,0.80,0.00%,"729,186"
7312,TILE,"Interface, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,663.64M,10.37,11.45,-1.55%,"454,496"
7313,TILT,FlexShares Morningstar US Market Factors Tilt Index Fund,Financial,Exchange Traded Fund,USA,-,-,162.32,0.07%,"10,242"
7314,TIMB,TIM S.A.,Communication Services,Telecom Services,Brazil,5.18B,13.80,11.25,0.90%,"1,166,448"
7315,TIP,iShares TIPS Bond ETF,Financial,Exchange Traded Fund,USA,-,-,107.50,-0.33%,"2,844,658"
7316,TIPT,Tiptree Inc.,Financial,Insurance - Specialty,USA,569.90M,-,16.04,-1.72%,"42,993"
7317,TIPX,SPDR Bloomberg 1-10 Year TIPS ETF,Financial,Exchange Traded Fund,USA,-,-,18.56,-0.32%,"210,219"
7318,TIPZ,PIMCO Broad U.S. TIPS Index ETF,Financial,Exchange Traded Fund,USA,-,-,54.52,-0.24%,"12,431"
7319,TIRX,Tian Ruixiang Holdings Ltd,Financial,Insurance Brokers,China,6.57M,-,2.33,-5.66%,"8,118"
7320,TISI,"Team, Inc.",Industrials,Specialty Business Services,USA,343.36M,-,7.80,-4.18%,"55,883"
7322,TIVC,"Tivic Health Systems, Inc.",Healthcare,Medical Devices,USA,2.24M,-,0.22,2.19%,"785,077"
7323,TIXT,TELUS International (Cda) Inc.,Technology,Software - Infrastructure,Canada,2.15B,23.79,21.93,-0.99%,"267,275"
7324,TJX,"The TJX Companies, Inc.",Consumer Cyclical,Apparel Retail,USA,93.87B,28.15,80.72,0.20%,"3,736,261"
7325,TK,Teekay Corporation,Energy,Oil & Gas Integrated,Bermuda,534.27M,-,5.27,0.00%,"911,714"
7326,TKAT,"Takung Art Co., Ltd.",Consumer Cyclical,Internet Retail,Hong Kong,32.38M,-,1.16,11.54%,"502,758"
7327,TKC,Turkcell Iletisim Hizmetleri A.S.,Communication Services,Telecom Services,Turkey,4.06B,11.76,4.61,4.54%,"523,367"
7328,TKLF,"Yoshitsu Co., Ltd",Consumer Defensive,Household & Personal Products,Japan,45.65M,12.20,1.22,0.59%,"21,986"
7329,TKNO,"Alpha Teknova, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,165.05M,-,5.88,-1.01%,"33,817"
7330,TKR,The Timken Company,Industrials,Tools & Accessories,USA,6.20B,15.70,86.04,0.73%,"570,272"
7331,TLF,"Tandy Leather Factory, Inc.",Consumer Cyclical,Specialty Retail,USA,36.61M,44.75,4.52,0.00%,428
7332,TLGY,TLGY Acquisition Corporation,Financial,Shell Companies,USA,297.91M,29.16,10.38,-0.19%,"21,982"
7333,TLH,iShares 10-20 Year Treasury Bond ETF,Financial,Exchange Traded Fund,USA,-,-,111.86,-0.32%,"485,814"
7334,TLIS,Talis Biomedical Corporation,Healthcare,Medical Devices,USA,16.30M,-,0.61,-1.61%,"70,999"
7335,TLK,Perusahaan Perseroan (Persero) PT Telekomunikasi Indonesia Tbk,Communication Services,Telecom Services,Indonesia,24.96B,15.26,25.39,0.32%,"167,482"
7336,TLRY,"Tilray Brands, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,Canada,1.84B,-,2.97,3.48%,"11,974,311"
7337,TLS,Telos Corporation,Technology,Information Technology Services,USA,294.33M,-,4.42,-0.45%,"297,359"
7338,TLSA,Tiziana Life Sciences Ltd,Healthcare,Biotechnology,United Kingdom,62.49M,-,0.57,0.00%,"35,087"
7339,TLT,iShares 20+ Year Treasury Bond ETF,Financial,Exchange Traded Fund,USA,-,-,104.02,-0.23%,"15,112,546"
7340,TLTD,FlexShares Morningstar Developed Markets ex-US Factor Tilt Index Fund,Financial,Exchange Traded Fund,USA,-,-,65.36,0.17%,"10,671"
7342,TLTW,iShares 20+ Year Treasury Bond Buywrite Strategy ETF,Financial,Exchange Traded Fund,USA,-,-,33.91,-0.15%,"102,191"
7343,TLYS,"Tilly's, Inc.",Consumer Cyclical,Apparel Retail,USA,270.89M,12.90,9.13,1.00%,"91,129"
7344,TM,Toyota Motor Corporation,Consumer Cyclical,Auto Manufacturers,Japan,234.82B,10.58,142.65,-0.84%,"230,323"
7345,TMAT,Main Thematic Innovation ETF,Financial,Exchange Traded Fund,USA,-,-,14.22,0.85%,"20,983"
7346,TMBR,"Timber Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,5.93M,-,1.95,2.09%,"9,515"
7347,TMC,TMC the metals company Inc.,Basic Materials,Other Industrial Metals & Mining,Canada,318.60M,-,1.09,4.81%,"1,024,093"
7348,TMCI,"Treace Medical Concepts, Inc.",Healthcare,Medical Devices,USA,1.19B,-,21.48,0.75%,"229,537"
7349,TMDI,Titan Medical Inc.,Healthcare,Medical Devices,Canada,15.05M,-,0.13,-29.21%,"6,733,118"
7350,TMDX,"TransMedics Group, Inc.",Healthcare,Medical Devices,USA,2.19B,-,67.93,-0.18%,"484,058"
7351,TME,Tencent Music Entertainment Group,Communication Services,Internet Content & Information,China,14.98B,30.11,8.37,-1.99%,"3,954,035"
7352,TMF,Direxion Daily 20+ Year Treasury Bull 3X Shares,Financial,Exchange Traded Fund,USA,-,-,8.54,-0.47%,"17,414,350"
7353,TMFC,Motley Fool 100 Index ETF,Financial,Exchange Traded Fund,USA,-,-,34.40,0.50%,"15,512"
7354,TMFE,Motley Fool Capital Efficiency 100 Index ETF,Financial,Exchange Traded Fund,USA,-,-,16.11,0.25%,347
7355,TMFG,Motley Fool Global Opportunities ETF,Financial,Exchange Traded Fund,USA,-,-,25.78,0.12%,"9,519"
7356,TMFM,Motley Fool Mid-Cap Growth ETF,Financial,Exchange Traded Fund,USA,-,-,23.39,-0.02%,"3,822"
7357,TMHC,Taylor Morrison Home Corporation,Consumer Cyclical,Residential Construction,USA,3.88B,4.09,36.00,-1.45%,"631,058"
7358,TMKR,Tastemaker Acquisition Corp.,Financial,Shell Companies,USA,358.80M,31.04,10.40,0.00%,756
7359,TMO,Thermo Fisher Scientific Inc.,Healthcare,Diagnostics & Research,USA,223.16B,32.42,571.48,-0.61%,"850,056"
7360,TMP,Tompkins Financial Corporation,Financial,Banks - Regional,USA,1.09B,12.96,75.62,-1.25%,"19,049"
7362,TMQ,Trilogy Metals Inc.,Basic Materials,Other Industrial Metals & Mining,Canada,114.64M,-,0.59,-1.01%,"137,344"
7363,TMST,TimkenSteel Corporation,Basic Materials,Steel,USA,862.69M,6.75,19.54,1.45%,"292,124"
7364,TMUS,"T-Mobile US, Inc.",Communication Services,Telecom Services,USA,180.92B,71.25,147.49,0.62%,"4,195,133"
7365,TMV,Direxion Daily 20+ Year Treasury Bear 3X Shares,Financial,Exchange Traded Fund,USA,-,-,117.99,0.75%,"317,876"
7366,TNA,Direxion Daily Small Cap Bull 3X Shares,Financial,Exchange Traded Fund,USA,-,-,41.57,-0.14%,"15,371,258"
7367,TNC,Tennant Company,Industrials,Specialty Industrial Machinery,USA,1.26B,25.25,67.95,-0.31%,"48,058"
7368,TNDM,"Tandem Diabetes Care, Inc.",Healthcare,Medical Devices,USA,2.69B,-,41.64,-0.07%,"823,424"
7369,TNET,"TriNet Group, Inc.",Industrials,Staffing & Employment Services,USA,4.87B,13.56,78.83,0.77%,"374,513"
7370,TNGX,"Tango Therapeutics, Inc.",Healthcare,Biotechnology,USA,503.77M,-,5.76,-6.95%,"604,712"
7371,TNK,Teekay Tankers Ltd.,Energy,Oil & Gas Midstream,Canada,1.30B,30.62,37.63,0.53%,"421,544"
7372,TNL,Travel + Leisure Co.,Consumer Cyclical,Travel Services,USA,3.60B,9.83,43.27,1.81%,"440,444"
7373,TNON,"Tenon Medical, Inc.",Healthcare,Medical Devices,USA,12.10M,-,0.99,-10.41%,"319,161"
7374,TNP,Tsakos Energy Navigation Limited,Energy,Oil & Gas Midstream,Greece,611.79M,-,21.25,3.26%,"451,768"
7375,TNXP,Tonix Pharmaceuticals Holding Corp.,Healthcare,Biotechnology,USA,66.31M,-,1.03,-1.90%,"620,609"
7376,TNYA,"Tenaya Therapeutics, Inc.",Healthcare,Biotechnology,USA,213.79M,-,3.27,9.36%,"433,137"
7377,TOI,"The Oncology Institute, Inc.",Healthcare,Medical Care Facilities,USA,113.74M,-,1.54,1.32%,"61,432"
7378,TOIIW,"The Oncology Institute, Inc.",Healthcare,Medical Care Facilities,USA,-,-,0.20,0.00%,0
7379,TOK,iShares MSCI Kokusai ETF,Financial,Exchange Traded Fund,USA,-,-,88.27,0.26%,"3,732"
7380,TOKE,Cambria Cannabis ETF,Financial,Exchange Traded Fund,USA,-,-,6.97,0.15%,"3,034"
7382,TOLZ,ProShares DJ Brookfield Global Infrastructure ETF,Financial,Exchange Traded Fund,USA,-,-,46.60,-0.17%,"27,586"
7383,TOMZ,"TOMI Environmental Solutions, Inc.",Industrials,Pollution & Treatment Controls,USA,16.29M,-,0.71,-9.15%,"44,900"
7384,TOP,TOP Financial Group Limited,Financial,Capital Markets,Hong Kong,133.54M,29.31,3.81,5.83%,"42,999"
7385,TOPS,Top Ships Inc.,Industrials,Marine Shipping,Greece,9.52M,-,0.91,-44.85%,"21,145,210"
7386,TOST,"Toast, Inc.",Technology,Software - Infrastructure,USA,13.09B,-,25.11,4.89%,"12,055,033"
7387,TOTL,SPDR DoubleLine Total Return Tactical ETF,Financial,Exchange Traded Fund,USA,-,-,40.80,-0.39%,"325,312"
7388,TOUR,Tuniu Corporation,Consumer Cyclical,Travel Services,China,287.67M,-,2.15,-2.27%,"575,601"
7389,TOVX,"Theriva Biologics, Inc.",Healthcare,Biotechnology,USA,18.58M,-,1.13,6.62%,"69,390"
7390,TOWN,TowneBank,Financial,Banks - Regional,USA,2.23B,11.54,30.01,-1.09%,"101,961"
7391,TPB,"Turning Point Brands, Inc.",Consumer Defensive,Tobacco,USA,376.45M,10.97,21.61,-3.48%,"140,029"
7392,TPC,Tutor Perini Corporation,Industrials,Engineering & Construction,USA,449.54M,-,8.63,1.17%,"159,127"
7393,TPG,TPG Inc.,Financial,Asset Management,USA,9.76B,25.69,32.70,-1.09%,"471,413"
7394,TPH,"Tri Pointe Homes, Inc.",Consumer Cyclical,Residential Construction,USA,2.26B,4.49,22.52,-1.49%,"392,105"
7395,TPHD,Timothy Plan High Dividend Stock ETF,Financial,Exchange Traded Fund,USA,-,-,32.20,-0.28%,"12,657"
7396,TPHS,Trinity Place Holdings Inc.,Real Estate,Real Estate - Diversified,USA,32.62M,-,0.90,2.30%,"1,624"
7397,TPIC,"TPI Composites, Inc.",Industrials,Specialty Industrial Machinery,USA,519.87M,-,12.83,-1.99%,"375,905"
7398,TPIF,Timothy Plan International ETF,Financial,Exchange Traded Fund,USA,-,-,25.03,-0.02%,"10,351"
7399,TPL,Texas Pacific Land Corporation,Energy,Oil & Gas E&P,USA,14.50B,35.04,1928.56,1.52%,"41,714"
7400,TPLC,Timothy Plan US Large/Mid Cap Core ETF,Financial,Exchange Traded Fund,USA,-,-,35.60,0.08%,"10,278"
7402,TPR,"Tapestry, Inc.",Consumer Cyclical,Luxury Goods,USA,10.93B,13.43,45.10,-0.24%,"3,306,653"
7403,TPSC,Timothy Plan US Small Cap Core ETF,Financial,Exchange Traded Fund,USA,-,-,33.55,-0.36%,"7,209"
7404,TPST,"Tempest Therapeutics, Inc.",Healthcare,Biotechnology,USA,19.28M,-,1.84,-2.71%,"21,709"
7405,TPVG,TriplePoint Venture Growth BDC Corp.,Financial,Asset Management,USA,410.23M,65.94,11.87,2.15%,"174,492"
7406,TPX,"Tempur Sealy International, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,7.13B,16.26,41.09,0.27%,"2,225,074"
7407,TPYP,Tortoise North American Pipeline Fund,Financial,Exchange Traded Fund,USA,-,-,25.66,-0.08%,"40,428"
7408,TPZ,"Tortoise Power and Energy Infrastructure Fund, Inc.",Financial,Asset Management,USA,88.83M,7.05,13.61,0.07%,"12,896"
7409,TQQQ,ProShares UltraPro QQQ,Financial,Exchange Traded Fund,USA,-,-,25.49,2.16%,"254,678,409"
7410,TR,"Tootsie Roll Industries, Inc.",Consumer Defensive,Confectioners,USA,3.11B,42.95,44.37,-2.46%,"76,278"
7411,TRAQ,Trine II Acquisition Corp.,Financial,Shell Companies,USA,536.13M,22.72,10.36,0.00%,0
7412,TRC,Tejon Ranch Co.,Industrials,Conglomerates,USA,516.50M,30.08,19.52,-1.31%,"21,263"
7413,TRDA,"Entrada Therapeutics, Inc.",Healthcare,Biotechnology,USA,394.03M,-,13.03,-18.71%,"175,600"
7414,TREE,"LendingTree, Inc.",Financial,Mortgage Finance,USA,575.13M,-,43.97,-1.48%,"289,705"
7415,TREX,"Trex Company, Inc.",Industrials,Building Products & Equipment,USA,6.39B,32.42,56.80,0.02%,"816,268"
